id,Idade,Genero,Cor/raca/etnia,PCD,Faixa_idade,experiencia_profissional_prejudicada,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,Qual_sua_situação_atual_de_trabalho,vive_no_brasil,uf_onde_mora,Regiao_onde_mora,Nivel_de_Ensino,Cargo_Atual,Nivel,Faixa_salarial
20yjzawax8x88a2z20yj6jadndjwunn8,31,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
21fkwf8v1owhbxd21f96whwwigyulddq,21,Feminino,Amarela,Não,17-21,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Estagiário,1,SP,Sudeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
21pjvyninw8oz0xr5ik21pjvc6wqlihp,28,Masculino,Branca,Não,25-29,,,,,,"Desempregado, buscando recolocação",1,MG,Sudeste,Estudante de Graduação,,,
22bragf5rnsy7g6kr22brak7fw9stjff,31,Masculino,Branca,Não,30-34,,,,,,"Desempregado, buscando recolocação",1,SP,Sudeste,Mestrado,,,
22ej021lhaeuead9x7ge22ej0owimr19,29,Feminino,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
22ipipa83d7p815fwnophe22iptm4af6,31,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RS,Sul,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês
230l861fcwae3fqi230l86pfgay7z27b,32,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês
23iu3s3y4l8xfvz423iu3oua9rubcpmt,20,Masculino,Branca,Não,17-21,,,,,,Estagiário,1,RS,Sul,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
23pwufmy5z435yt7i23pwugu68jcpjmi,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MG,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
240kcckfjhgnbqu24044btdw9aitjqhz,40,Masculino,Parda,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Servidor Público,1,PB,Nordeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
243s6eg63uahz7cn9872t243s61xy4h8,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês
24aggifjzl524a84cy744590nd8so5pp,39,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PE,Nordeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
24kvki339tqa3124kvha8amv24vf3hjc,31,Masculino,Preta,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Desempregado, buscando recolocação",1,SP,Sudeste,Graduação/Bacharelado,,,
24zrisoyw05okxrw24zri6uh44ccwd3w,27,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,SP,Sudeste,Pós-graduação,,,
25e9auitkh0au25ek8lbx70b7onm1k81,35,Feminino,Parda,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Desempregado, buscando recolocação",1,RJ,Sudeste,Mestrado,,,
25fsyypuhl13wwj2pf25fsyhl34tpe9c,22,Masculino,Branca,Não,22-24,,,,,,Estagiário,1,RS,Sul,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
25qafi926wp2hhhf25qa43k1hz26n2qo,31,Masculino,Branca,Prefiro não informar,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
2694x7n4yporhxfkjkon2694x7zm1jpe,23,Masculino,Branca,Não,22-24,,,,,,Estagiário,1,SP,Sudeste,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
26ikpkofsjp1k2kh3t26ikpkossqh48u,31,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,CE,Nordeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
26yqcmafalq3h3x26yqcmdgrlv1iynok,20,Masculino,Prefiro não informar,Não,17-21,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MT,Centro-oeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
27f11r4nyjnsgjku62z3evs1ljy27f11,34,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
27qwtxeipoemb8e27qw5dmujsp3q7cyu,47,Masculino,Branca,Não,45-49,,,,,,Empregado (CLT),1,MT,Centro-oeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
27utq0oy9aub82f8s27utqjg67jb25x8,29,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
27vdcwn3jth77b3w27vdcf41z34nbsh9,20,Masculino,Branca,Não,17-21,,,,,,Estagiário,1,RJ,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,Menos de R$ 1.000/mês
27xq46s54lrteq2l59a27xq4uwe5fhft,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
284ghl0tye062v9e8284gh8dy39afxgt,37,Feminino,Branca,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 8.001/mês a R$ 12.000/mês
28armsq6zbd2jk0aqncsk28armswl2xb,48,Masculino,Preta,Não,45-49,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,CE,Nordeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
28tfaznzwxp85ldv55u728tfy837mt1r,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês
28vyzbox3d2utoqbat28vyzbe5mgf8bn,31,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RJ,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
291i037v0hpw0r515j0l291i037irrc8,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PR,Sul,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês
297hei99fqkvivxrnurb297hei9zno18,27,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,CE,Nordeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
2a92s2plzfxogwe2a93qmnjcohh9bmzg,23,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MS,Centro-oeste,Estudante de Graduação,,,de R$ 3.001/mês a R$ 4.000/mês
2acmecc9nbfolzmao41ja2acmecc9wpb,28,Masculino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
2ahi5tw62dqxb6iixq4c2ahi5tp5ppt1,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês
2ai74ipsgl1gk1p9so2ai74i70uwvq3l,50,Masculino,Branca,Não,50-54,,,,,,Empregado (CLT),1,GO,Centro-oeste,Não tenho graduação formal,,,de R$ 6.001/mês a R$ 8.000/mês
2ajb8ujlurlun7u02ajb80znskg9kcqw,37,Feminino,Branca,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,RS,Sul,Estudante de Graduação,,,
2apq5ql5hyowe844ihx2apq5qqzdm8qf,30,Feminino,Branca,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SC,Sul,Pós-graduação,DBA/Administrador de Banco de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês
2awyoj6smmd2af87xsimdhsi53dvbdf8,30,Feminino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
2brqtffrngkxoi02brqtuhusj7upkhhr,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Estudante de Graduação,,,de R$ 3.001/mês a R$ 4.000/mês
2bv2h8lgdnc4sw378l8re4m82bv2h8lg,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 8.001/mês a R$ 12.000/mês
2bzdly3mzm4szklx2bzd3zjuffdql60s,34,Masculino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SE,Nordeste,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
2c7juxhup71zc0r2c7jul1mv8bhgdesm,59,Masculino,Branca,Não,55+,,,,,,"Desempregado, buscando recolocação",0,,,Pós-graduação,,,
2cgkmqaboicc7d2cgd16huf8fffsoy40,44,Masculino,Parda,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês
2cmdahu7hiwj9711j9k02cmdaq0sw85j,30,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,PI,Nordeste,Pós-graduação,Analista de Suporte/Analista Técnico,Pleno,de R$ 1.001/mês a R$ 2.000/mês
2cqc9ah9j4guxb1kx2cqc9aaa15jx8q6,23,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SC,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
2d0h56ie7awmez2olgsb2d0h56ihb420,26,Masculino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
2dsmv08ccmecfeo7inhoh62dsmv08dr9,41,Masculino,Preta,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,SP,Sudeste,Graduação/Bacharelado,,,
2e215h4a4helllcb8zg02e215hq9g1gd,42,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 30.001/mês a R$ 40.000/mês
2e4smyebort4brdom2e4s8tehd3bmnh2,27,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,AM,Norte,Mestrado,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
2ep0j4rveitwcslt1h8i2r7g2ep0j417,30,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RJ,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês
2eqllk965weyncf7izj12eqllk9629wg,32,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
2etuy27198nnsh8lzq2etuhxf0pborpg,28,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Mestrado,,,de R$ 16.001/mês a R$ 20.000/mês
2faf7uswxnid3iqts2fafbhukaz2rvax,36,Masculino,Parda,Sim,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,DF,Centro-oeste,Pós-graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 6.001/mês a R$ 8.000/mês
2ff2fwwwqsu3b2ff2fgg3jecxej3pfr4,34,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
2fjugixvzpew8e6pe2fjugixjw1w5rtn,35,Masculino,Branca,Não,35-39,,,,,,Servidor Público,1,BA,Nordeste,Mestrado,,,de R$ 12.001/mês a R$ 16.000/mês
2fjxj0lrrnkpjfgrv2fjxjp54ynrsvdf,28,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),0,,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
2fvzohdkn3cor8iwfm2fvzoh6cx45isu,27,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
2g22nny5rnef2eteu12g22nny5nrgvsb,19,Masculino,Branca,Não,17-21,,,,,,Somente Estudante (graduação),1,RS,Sul,Estudante de Graduação,,,
2g7gls9hgtquq41ligv2g7ggxpz959mm,31,Feminino,Branca,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Mestrado,Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês
2g81uf23j3fiec0vlfi693xqa2g81uf2,23,Masculino,Branca,Não,22-24,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
2ghabvys4jb1jrp76ry2ghabk0d2lzoj,24,Masculino,Branca,Não,22-24,,,,,,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês
2gljpnwf6qime1et0jsz2gljpn5nx3ug,25,Outro,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
2glvl90j5de1j22glvl9e16cuygm2jsb,28,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Estudante de Graduação,,,de R$ 1.001/mês a R$ 2.000/mês
2h381e1dm1e9qra2ilb2h381e1i4p8um,24,Masculino,Branca,Não,22-24,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
2haev4mfhhuasy13sn2haevhovkbwdy2,32,Masculino,Branca,Não,30-34,,,,,,Trabalho na área Acadêmica/Pesquisador,1,SP,Sudeste,Estudante de Graduação,,,
2hoq7whv6022hoqynr3a532p250xynr3,38,Masculino,Amarela,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
2htb87fuoonvxw3dob72htbqy9qmllfd,27,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,CE,Nordeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
2hyq6ticv3pgnvp5rxh2hyqig5ogr2u0,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
2i7pqxuac2flp1dg41uhjzy2i7p3ni9f,32,Masculino,Branca,Não,30-34,,,,,,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,PR,Sul,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês
2iegv36ifyo92rsqtz72iegvj729y53y,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MS,Centro-oeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês
2ihu5tttxdcvhk22jtr2ihu5tdpqpnpo,34,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RS,Sul,Graduação/Bacharelado,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
2ij1grxc1vnihj8lu2ij1gvix6lek8oz,30,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 12.001/mês a R$ 16.000/mês
2ikksz591zb5n9gfkkp2ikkszs9x2wbf,47,Feminino,Parda,Não,45-49,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,CE,Nordeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
2iz3aqw6e54sabvi5k6blz2iz3aq2a74,28,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,PR,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês
2jfm6m7t1w1uvmequiak7n2p2jfm6m7j,27,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SC,Sul,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
2jfy3ggvyg7ccbm2jfy3ggreqqroiyro,40,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Doutorado ou Phd,Professor/Pesquisador,Sênior,de R$ 12.001/mês a R$ 16.000/mês
2jnfh4pnmxrh08iu60y72jnfh4p6sasy,35,Masculino,Branca,Não,35-39,,,,,,Desempregado e não estou buscando recolocação,1,RJ,Sudeste,Mestrado,,,
2jr4cgmqyt1o84wtzbr2jr4c6la8b9gx,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
2k6iar41bia8m8x2k6nv7gxkh1vpvmdw,24,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Freelancer,1,RN,Nordeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
2khcpju1s081qezkip912khcpa7befep,29,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 12.001/mês a R$ 16.000/mês
2kldq79vuec8wi2klry5lrd2fus3ibv8,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,,,de R$ 8.001/mês a R$ 12.000/mês
2l51isz4i11ubmrelhwqw2l51ivr0iih,40,Feminino,Branca,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,RS,Sul,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês
2l6v83yvhkg085elslon1002l6v83yvr,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,CE,Nordeste,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês
2legj72v2vyh51r9f2legj72xkme7db7,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analytics Engineer,Pleno,de R$ 12.001/mês a R$ 16.000/mês
2lvche33n1rwki2yks12lvche1ht7ivj,29,Feminino,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 6.001/mês a R$ 8.000/mês
2ly00uv46sxok18981y442ly00tkubwk,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
2m8ct6h4tui95ovbm2m8ctr5affqp4t1,33,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
2mw52jqqj9sy8htzpb2mw52jqw2sz9wm,31,Feminino,Branca,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,RS,Sul,Mestrado,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
2nelrp3ficnqqhvt5n70i2nelrp3fwgr,28,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,SP,Sudeste,Graduação/Bacharelado,,,
2nrei5zn7fxol2s02nrewljahc4t0zkq,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
2nsrystyqf2a7b7n8332nsrystocsgck,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,PE,Nordeste,Pós-graduação,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
2nurddbi82e88y8k2nuru6nxwai5bpmb,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
2o7ogbxud4lg1yd2o7dfebryn868e1qz,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,MG,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês
2ocuaehycysdjkkxk2ocuaehyk42tbcs,30,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,DF,Centro-oeste,Pós-graduação,,,de R$ 12.001/mês a R$ 16.000/mês
2oiskb76pk2jusjwthd2oisuhxrf1mzv,22,Masculino,Branca,Não,22-24,,,,,,Estagiário,1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
2oqfpegdaujd2fkk32oqfpeqpyjxlp05,25,Masculino,Branca,Sim,25-29,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,0.0,0.0,1.0,Empregado (CLT),1,SC,Sul,Não tenho graduação formal,Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês
2p1chsfehb8oo8m2p1chsypsxlf079j3,30,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PE,Nordeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês
