id,Idade,Faixa idade,Genero,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Estado onde mora,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação,Cargo Atual,Nivel,Faixa salarial
sz2zgpqhm5hrws0f5sz2zgps0p1s4q4a,24.0,22-24,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês
sy8t19y3uav38tugqpmukvsy8tgvr38d,34.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 25.001/mês a R$ 30.000/mês
sy0ai8kh4sq6icpsqz9esy0ai8khjda2,34.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Economista,Pleno,de R$ 8.001/mês a R$ 12.000/mês
sxya3jb7r6etctvkrfosxya3z8ejvxl1,,55+,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
sxvypn8ymh8wzsxvyu7tce7luon4vhew,27.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Atenção dada pelas pessoas diante das minhas opiniões e ideias,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
sxu4uhsq9leaqczjhk88ssxu4uhmco5l,32.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 8.001/mês a R$ 12.000/mês
sxk5ifjs3gm0irehvsxk5ifj4rnpexx8,45.0,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
sx7gtiaaxl55faq1j6yjgsx7gtajcois,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
swubkw8f3j977ubwu4m1swubkpe8d7ou,33.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
swndql0we7vfc3e3psgeswndqvg2zca7,19.0,17-21,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
swmsq26bcau6or5fp0swmsq2qz38kvgy,43.0,40-44,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
swk2zuo35xi32sobxpp9nswk2zuovb4m,37.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês
swfnemzcoos37x3hkvx2swfnrj501mvy,32.0,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Velocidade de progressão de carreira, Atenção dada pelas pessoas diante a minhas opiniões e ideias, Oportunidades de progressão de carreira",True,São Paulo (SP),SP,Sudeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
swdq0iuz9y1xst5yswdq0weiqq40673t,39.0,35-39,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês
swd7whz6w1d0vsaaj1swd7whxji1d54m,31.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
svv1k8zsz8pncnxoq7gsvv1k8rmgjsl8,23.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,
svdwrfhqg1fw1ecyxnesvdwrfhl41rcu,32.0,30-34,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Mestrado,Outras Engenharias,,,de R$ 8.001/mês a R$ 12.000/mês
su0qgdibnln08fb3brztjkzisu0qgd50,33.0,30-34,Feminino,Branca,Não,"Não acredito que minha experiência profissional seja afetada devido a esses fatores, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",,True,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
stoolx0px1en3zpcmstlstooz85w8m0w,23.0,22-24,Masculino,Branca,Não,,,True,Alagoas (AL),AL,Nordeste,Estudante de Graduação,Outras Engenharias,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês
stl8gtackua86wsokestl8gtrcpzfmty,23.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Espírito Santo (ES),ES,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
st8eg639vuds5wln6st8ezwq4l5x2m6z,25.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
st5ed9c8oz28lusvist5edu36spwxmhh,52.0,50-54,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
sslodarx5gqugpjysslo1p0lkbsrlljs,42.0,40-44,Masculino,Branca,Não,,,True,Amazonas (AM),AM,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
ssjzkj3jo5fsxr7dz485ssjzkj3jj49d,23.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês
ssbdtmxkpbl01ve01nossbdtm25g6vrx,28.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Sênior,de R$ 25.001/mês a R$ 30.000/mês
srufien4smtmbt3wuisrufierh3rh4g5,28.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",True,Amazonas (AM),AM,Norte,Pós-graduação,Outra opção,,,
srcq8frbsie6cre1jsrcq8yr6ma52him,33.0,30-34,Masculino,Branca,Não,,,True,Distrito Federal (DF),DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 20.001/mês a R$ 25.000/mês
src9ty5jhb4bdlmhujmz46qsrc9tyztk,24.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês
sr4flsxmq175mgdqhf13zgesr4flsxxu,31.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,False,,,,Pós-graduação,Outras Engenharias,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
sqtvtlw7a4ngs0sge0qvsqtvtlwfuipb,23.0,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",True,Distrito Federal (DF),DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
sqhjpypmjgy6ezsqhjpstwzzaidsbupl,28.0,25-29,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 6.001/mês a R$ 8.000/mês
sq0caimn5rgp2ma6j753asq0caimm3rz,,55+,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
spt6bpqnao5nv8nspt6ka1dsb80475jk,22.0,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de Negócios/Business Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
spsb9ba1vzwd47vysps66vhlvuh5d0vp,41.0,40-44,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Aprovação em processos seletivos/entrevistas,True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês
spbj35e17vr5yg3k40twspbj35eon95g,28.0,25-29,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
spazamy7gll5s1w7cgr9mrspazamyfbf,24.0,22-24,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
soq32c6x223ylsoq32m92khv50gtz76l,24.0,22-24,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
soawv95wyd95dirc63xvsoasz8afpizs,30.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,,,de R$ 16.001/mês a R$ 20.000/mês
so7wxf1kyltah7so7wjj1q3wueiwvl7l,45.0,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Outra Opção,Sênior,de R$ 16.001/mês a R$ 20.000/mês
so73g0ed0x3twjcyn0v3so73g3dtyqfj,42.0,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,de R$ 12.001/mês a R$ 16.000/mês
smavnx4p0qevjbgf4i3smavnxfseutc6,24.0,22-24,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Estudante de Graduação,Outras Engenharias,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês
sm02panfken1k6uqnfusm02payxam3d5,29.0,25-29,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outras Engenharias,,,
skz55wyjgd74niszzvuvskz55tixs70h,25.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
skp7l35br072wghm26xah1qskp7l35og,24.0,22-24,Masculino,Branca,Não,,,True,Pará (PA),PA,Norte,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
skd3x92n7nfx38ves3skd3xjg9pyv31r,30.0,30-34,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês
skbuzao4man3asmwphskbuzacpdjkjki,35.0,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Aprovação em processos seletivos/entrevistas,True,Ceará (CE),CE,Nordeste,Pós-graduação,Outra opção,,,
sk8rkhvjd79f3bsk8rqxx3zevzjwa4oa,30.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês
sjxydttonruphdkc4osjxydzbppj2lxs,30.0,30-34,Masculino,Branca,Prefiro não informar,,,True,Paraná (PR),PR,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
sjrkga9vgh8sjr3hdfm2vrzk0ir2ej3h,26.0,25-29,Masculino,Outra,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Distrito Federal (DF),DF,Centro-oeste,Graduação/Bacharelado,Outra opção,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês
sjohk2acnqdsfkei4l0xtsjohk2ag93b,36.0,35-39,Masculino,Branca,Não,,,True,Distrito Federal (DF),DF,Centro-oeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,
sjeeaap2wpw067tsjee33fbkajq16nga,36.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Maranhão (MA),MA,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
sjc9owjnww17421bvbsjc9owiifk90pk,33.0,30-34,Masculino,Branca,Não,,,True,Distrito Federal (DF),DF,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
sj3kqr098phlphqc1sj3kqrnj1enn5wx,27.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Não tenho graduação formal,,,,
sildvlakbunmm5rsildq2phagb3wbsxe,30.0,30-34,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
sibahw17z0grem4e61vsibahw17vnn3p,23.0,22-24,Masculino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
shn6v1rffdpz32p6shn6v1adfqkejqy5,35.0,35-39,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês
sgwv3ymx18xeuupdsgwv3r0u9rknx078,43.0,40-44,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
sgqbqn0e8wp6gac18ldbsgqbqnuda4z8,27.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,
sgbycgnt1ykqfsgbycb9bqkl61mzn6ya,31.0,30-34,Masculino,Branca,Não,,,True,Maranhão (MA),MA,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês
sg9f74bbehthjieiesg9f77scmwuej0y,46.0,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Não tenho graduação formal,,Outra Opção,Sênior,de R$ 1.001/mês a R$ 2.000/mês
sg1yoo4s6iezvn51i1csg1yoo84zlqgd,34.0,30-34,Masculino,Branca,Não,,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
